Seed: 1234, Sample size: 20, Non equivariance: 0, Noise: 0.0, Test Accuracy: 0.9500 (at epoch 9)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.08, Test Accuracy: 0.6125 (at epoch 2)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.5687 (at epoch 36)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.5687 (at epoch 26)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.6000 (at epoch 2)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.5687 (at epoch 24)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.09, Test Accuracy: 0.6187 (at epoch 2)
Seed: 42, Sample size: 160, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5625 (at epoch 16)
Seed: 101, Sample size: 160, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5562 (at epoch 15)
Seed: 1234, Sample size: 160, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5812 (at epoch 2)
Seed: 5678, Sample size: 160, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.5812 (at epoch 6)
Seed: 999, Sample size: 160, Non equivariance: 2, Noise: 0.1, Test Accuracy: 0.6000 (at epoch 2)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.7812 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.8812 (at epoch 37)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.8750 (at epoch 21)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.8875 (at epoch 31)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.0, Test Accuracy: 0.6500 (at epoch 6)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.7875 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.8875 (at epoch 39)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.8875 (at epoch 31)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.8750 (at epoch 23)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.8000 (at epoch 40)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.01, Test Accuracy: 0.8875 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.8875 (at epoch 37)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.8875 (at epoch 31)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.8750 (at epoch 22)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.02, Test Accuracy: 0.8812 (at epoch 37)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.8000 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.8875 (at epoch 37)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.8875 (at epoch 31)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.8750 (at epoch 23)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.03, Test Accuracy: 0.8812 (at epoch 36)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.8000 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.8812 (at epoch 35)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.8750 (at epoch 32)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.8750 (at epoch 24)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.04, Test Accuracy: 0.8875 (at epoch 34)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.8062 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.8750 (at epoch 39)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.8687 (at epoch 36)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.8750 (at epoch 23)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.05, Test Accuracy: 0.8750 (at epoch 33)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.8125 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.8687 (at epoch 25)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.8750 (at epoch 21)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.8750 (at epoch 24)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.06, Test Accuracy: 0.8750 (at epoch 33)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.8187 (at epoch 40)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.8687 (at epoch 29)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.8750 (at epoch 23)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.8750 (at epoch 24)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.07, Test Accuracy: 0.8812 (at epoch 33)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.8625 (at epoch 29)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.8187 (at epoch 38)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.8625 (at epoch 25)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.8750 (at epoch 25)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.08, Test Accuracy: 0.8687 (at epoch 33)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.8187 (at epoch 38)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.8750 (at epoch 27)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.8687 (at epoch 25)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.8687 (at epoch 26)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.09, Test Accuracy: 0.8687 (at epoch 33)
Seed: 42, Sample size: 160, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.8187 (at epoch 39)
Seed: 101, Sample size: 160, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.8750 (at epoch 29)
Seed: 1234, Sample size: 160, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.8687 (at epoch 26)
Seed: 5678, Sample size: 160, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.8687 (at epoch 27)
Seed: 999, Sample size: 160, Non equivariance: 3, Noise: 0.1, Test Accuracy: 0.8687 (at epoch 33)
